employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,any_awards_won,is_promoted,kpis_met_above_80_percent,avg_training_score
6976,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,28,,1,0,0,0,50
76202,Sales & Marketing,region_12,Bachelor's,m,sourcing,1,30,1.0,4,0,0,0,50
16236,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,27,3.0,4,0,0,1,47
14648,Sales & Marketing,region_14,Bachelor's,f,sourcing,1,28,,1,0,0,0,51
56214,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,27,,1,0,0,0,51
61245,Sales & Marketing,region_5,Bachelor's,f,sourcing,1,32,5.0,5,0,0,0,49
19365,Sales & Marketing,region_1,Bachelor's,m,sourcing,1,28,3.0,3,0,0,1,47
72110,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,31,,1,0,0,1,50
44356,Sales & Marketing,region_8,Bachelor's,m,sourcing,1,28,3.0,2,0,0,0,53
34470,Sales & Marketing,region_22,Bachelor's,m,referred,1,27,5.0,3,0,0,0,48
18353,Sales & Marketing,region_21,Bachelor's,m,sourcing,1,31,4.0,2,0,0,1,50
41447,Sales & Marketing,region_32,Bachelor's,m,sourcing,1,27,,1,0,0,1,50
71410,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,31,3.0,2,0,0,0,51
41621,Sales & Marketing,region_28,Bachelor's,f,sourcing,1,27,5.0,2,0,0,1,50
44069,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,32,5.0,6,0,0,1,48
73605,Sales & Marketing,region_31,Bachelor's,f,sourcing,1,31,5.0,5,0,0,1,48
29635,Sales & Marketing,region_12,Bachelor's,m,sourcing,1,27,,1,0,0,0,47
15680,Sales & Marketing,region_29,Bachelor's,m,sourcing,1,28,3.0,5,0,0,0,52
76257,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,28,3.0,3,0,1,1,51
70518,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,31,5.0,5,0,0,0,48
56326,Sales & Marketing,region_4,Bachelor's,f,sourcing,1,31,5.0,4,0,0,1,53
54496,Sales & Marketing,region_29,Bachelor's,m,sourcing,1,27,,1,0,0,0,48
22901,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,31,2.0,5,0,0,0,48
25915,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,28,4.0,3,0,0,0,49
55105,Sales & Marketing,region_5,Bachelor's,m,sourcing,1,27,3.0,7,0,0,0,53
64581,Sales & Marketing,region_15,Bachelor's,f,sourcing,1,31,1.0,10,0,0,0,57
19646,Sales & Marketing,region_29,Bachelor's,m,sourcing,1,32,4.0,7,0,0,1,47
11211,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,32,2.0,4,0,0,0,46
28345,Sales & Marketing,region_25,Bachelor's,f,sourcing,1,28,,1,0,0,0,51
43924,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,28,,1,0,0,1,54
36946,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,31,3.0,6,0,0,0,52
26518,Sales & Marketing,region_1,Bachelor's,f,sourcing,1,28,4.0,2,0,0,0,50
21169,Sales & Marketing,region_2,Bachelor's,m,referred,1,28,3.0,5,0,0,1,49
13275,Sales & Marketing,region_29,Bachelor's,m,sourcing,1,27,,1,0,0,1,46
41993,Sales & Marketing,region_13,Bachelor's,f,sourcing,1,32,3.0,5,0,0,0,47
17661,Sales & Marketing,region_2,Bachelor's,f,referred,1,31,5.0,6,0,0,1,49
28388,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,28,5.0,2,0,1,0,60
71776,Sales & Marketing,region_2,Bachelor's,m,referred,1,32,5.0,6,0,1,0,63
6852,Sales & Marketing,region_32,Bachelor's,m,sourcing,1,28,3.0,5,0,0,0,48
69684,Sales & Marketing,region_20,Bachelor's,m,sourcing,1,32,5.0,3,0,0,0,50
11275,Sales & Marketing,region_30,Bachelor's,m,sourcing,1,32,4.0,7,0,0,0,48
58963,Sales & Marketing,region_22,Bachelor's,f,sourcing,1,31,3.0,2,0,0,0,46
29663,Sales & Marketing,region_22,Bachelor's,m,referred,1,27,1.0,2,0,1,0,58
5682,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,28,3.0,4,1,0,0,51
25064,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,28,1.0,3,0,0,0,54
67225,Sales & Marketing,region_25,Bachelor's,m,sourcing,1,27,5.0,3,0,0,1,48
70231,Sales & Marketing,region_20,Bachelor's,m,sourcing,1,27,,1,0,0,0,49
11471,Sales & Marketing,region_14,Bachelor's,m,sourcing,1,31,5.0,2,0,0,1,47
35003,Sales & Marketing,region_22,Bachelor's,m,referred,1,28,3.0,1,0,0,0,50
464,Sales & Marketing,region_2,Bachelor's,m,referred,1,28,4.0,4,0,0,1,45
21384,Sales & Marketing,region_15,Bachelor's,f,sourcing,1,28,3.0,5,0,0,0,47
26893,Sales & Marketing,region_1,Bachelor's,m,sourcing,1,31,1.0,4,0,0,1,49
54427,Sales & Marketing,region_6,Bachelor's,f,sourcing,1,27,4.0,2,0,0,0,47
38816,Sales & Marketing,region_21,Bachelor's,m,sourcing,1,27,,1,0,0,1,49
67211,Sales & Marketing,region_2,Bachelor's,m,referred,1,32,4.0,6,0,0,0,49
19775,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,27,2.0,5,0,0,0,52
59708,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,28,,1,0,0,0,44
39441,Sales & Marketing,region_1,Bachelor's,f,sourcing,1,27,,1,0,0,0,54
77984,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,27,,1,1,1,1,52
27975,Sales & Marketing,region_12,Bachelor's,m,sourcing,1,27,,1,0,0,0,50
20949,Sales & Marketing,region_28,Bachelor's,f,sourcing,1,28,,1,0,0,1,47
6350,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,32,1.0,4,0,0,0,52
54378,Sales & Marketing,region_14,Bachelor's,m,sourcing,1,27,4.0,5,0,0,1,47
69486,Sales & Marketing,region_24,Bachelor's,m,sourcing,1,32,2.0,5,0,0,0,47
13320,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,28,5.0,4,0,1,1,53
48429,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,31,5.0,5,0,0,1,47
57169,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,27,3.0,5,0,1,1,41
19806,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,31,5.0,5,0,0,1,46
44915,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,31,3.0,3,0,0,0,50
67190,Sales & Marketing,region_2,Bachelor's,m,referred,1,32,4.0,7,0,0,1,51
25424,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,28,4.0,2,0,0,1,49
69034,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,27,4.0,1,0,0,1,51
62453,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,31,2.0,5,0,0,0,44
33629,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,27,5.0,3,0,0,1,52
77721,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,31,1.0,3,0,0,0,53
63421,Sales & Marketing,region_22,Bachelor's,f,sourcing,1,27,,1,0,0,0,46
12602,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,31,3.0,4,0,0,0,53
49608,Sales & Marketing,region_23,Bachelor's,f,sourcing,1,28,,1,0,0,0,53
33881,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,32,3.0,6,0,0,1,45
73676,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,28,3.0,5,0,0,0,51
19819,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,27,4.0,3,0,0,1,45
7533,Sales & Marketing,region_24,Bachelor's,m,sourcing,1,28,,1,0,0,0,50
45651,Sales & Marketing,region_30,Bachelor's,m,sourcing,1,28,3.0,6,0,1,1,47
45524,Sales & Marketing,region_8,Bachelor's,m,sourcing,1,27,4.0,5,0,0,0,47
52178,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,32,5.0,6,0,0,1,46
50789,Sales & Marketing,region_22,Bachelor's,m,referred,1,28,4.0,3,0,0,1,50
76076,Sales & Marketing,region_12,Bachelor's,f,sourcing,1,27,3.0,2,0,0,0,49
9465,Sales & Marketing,region_29,Bachelor's,m,sourcing,1,28,1.0,3,0,0,0,49
48885,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,32,4.0,7,0,0,0,51
43336,Sales & Marketing,region_22,Bachelor's,f,sourcing,1,28,4.0,2,0,0,0,53
40625,Sales & Marketing,region_25,Bachelor's,m,sourcing,1,27,,1,0,0,1,51
35031,Sales & Marketing,region_2,Bachelor's,m,referred,1,32,5.0,3,0,0,0,49
4521,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,32,3.0,6,0,0,0,50
32297,Sales & Marketing,region_15,Bachelor's,m,referred,1,27,,1,0,0,0,49
36821,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,27,3.0,2,0,1,0,66
51277,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,32,4.0,5,0,1,1,46
23344,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,27,3.0,4,0,0,0,52
52405,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,32,5.0,3,0,1,1,49
36135,Sales & Marketing,region_26,Bachelor's,f,sourcing,1,27,3.0,7,0,0,0,49
29570,Sales & Marketing,region_28,Bachelor's,m,referred,1,27,5.0,3,0,0,1,49
19956,Sales & Marketing,region_2,Bachelor's,m,referred,1,28,5.0,2,0,0,1,52
43093,Sales & Marketing,region_17,Bachelor's,m,sourcing,1,30,4.0,2,0,0,1,48
62459,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,30,1.0,4,0,0,0,52
58518,Sales & Marketing,region_15,Bachelor's,m,referred,1,32,4.0,6,0,0,0,46
65039,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,28,3.0,4,0,0,1,50
71680,Sales & Marketing,region_25,Bachelor's,m,sourcing,1,30,4.0,2,0,0,0,49
40971,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,32,4.0,7,0,0,0,46
33915,Sales & Marketing,region_20,Bachelor's,m,sourcing,1,28,,1,0,0,0,49
61233,Sales & Marketing,region_24,Bachelor's,m,sourcing,1,30,5.0,5,0,0,1,46
20313,Sales & Marketing,region_32,Bachelor's,m,sourcing,1,28,4.0,5,0,0,1,49
10007,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,27,3.0,4,0,0,0,48
26104,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,32,5.0,9,0,0,0,49
12363,Sales & Marketing,region_20,Bachelor's,m,sourcing,1,32,5.0,6,0,0,1,52
45578,Sales & Marketing,region_30,Bachelor's,f,sourcing,1,27,3.0,4,0,0,0,51
16288,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,30,5.0,3,0,0,1,52
57286,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,30,5.0,6,1,1,0,91
58091,Sales & Marketing,region_10,Bachelor's,m,sourcing,1,32,5.0,3,0,1,1,90
68092,Sales & Marketing,region_30,Bachelor's,f,sourcing,1,28,3.0,3,0,0,0,50
47710,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,30,,1,0,1,1,87
71660,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,32,3.0,7,0,0,1,53
4786,Sales & Marketing,region_23,Bachelor's,m,sourcing,1,28,4.0,4,0,0,0,48
77614,Sales & Marketing,region_9,Bachelor's,m,sourcing,1,27,1.0,4,0,0,0,53
43774,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,32,4.0,4,0,0,0,44
52476,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,28,2.0,6,0,0,0,49
53323,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,27,3.0,4,0,0,1,48
74268,Sales & Marketing,region_23,Bachelor's,m,sourcing,1,32,5.0,2,0,0,0,47
75723,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,32,2.0,3,0,0,0,51
42662,Sales & Marketing,region_19,Bachelor's,m,sourcing,1,28,,1,0,0,0,53
3817,Sales & Marketing,region_2,Bachelor's,f,referred,1,32,3.0,3,0,0,0,50
54452,Sales & Marketing,region_32,Bachelor's,m,sourcing,1,32,5.0,6,0,0,1,50
56215,Sales & Marketing,region_29,Bachelor's,f,sourcing,1,32,3.0,8,0,0,0,50
51637,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,27,4.0,4,0,0,0,48
25541,Sales & Marketing,region_20,Bachelor's,m,sourcing,1,28,3.0,2,0,0,0,50
9389,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,30,3.0,4,0,0,0,49
634,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,30,3.0,4,1,0,1,50
27277,Sales & Marketing,region_22,Bachelor's,f,sourcing,1,27,1.0,4,0,0,0,47
51547,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,27,2.0,2,0,0,0,47
67170,Sales & Marketing,region_12,Bachelor's,m,sourcing,1,27,3.0,2,0,0,0,47
1467,Sales & Marketing,region_17,Bachelor's,m,sourcing,1,30,1.0,2,0,0,0,48
41891,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,32,3.0,5,0,0,0,48
48147,Sales & Marketing,region_12,Bachelor's,m,sourcing,1,30,1.0,2,0,0,0,57
1506,Sales & Marketing,region_12,Bachelor's,f,sourcing,1,30,5.0,5,0,0,1,52
51022,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,27,2.0,3,0,0,0,52
39438,Sales & Marketing,region_3,Bachelor's,m,sourcing,1,32,3.0,10,0,0,0,48
2294,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,32,5.0,7,0,0,1,45
28624,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,30,1.0,3,0,0,0,51
16608,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,30,3.0,5,1,1,0,86
75871,Sales & Marketing,region_23,Bachelor's,m,sourcing,1,28,5.0,5,0,1,0,60
11258,Sales & Marketing,region_29,Bachelor's,m,sourcing,1,32,1.0,2,0,0,0,51
55101,Sales & Marketing,region_6,Bachelor's,m,sourcing,1,32,5.0,7,0,0,1,45
17587,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,32,4.0,8,0,0,1,51
18648,Sales & Marketing,region_22,Bachelor's,m,referred,1,30,5.0,3,0,0,1,49
29127,Sales & Marketing,region_3,Bachelor's,m,sourcing,1,30,1.0,3,0,0,1,50
35470,Sales & Marketing,region_16,Bachelor's,f,sourcing,1,30,,1,0,0,1,51
34574,Sales & Marketing,region_30,Bachelor's,m,sourcing,1,28,3.0,2,0,0,1,51
43411,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,27,3.0,2,0,0,0,47
45389,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,32,4.0,3,0,0,0,48
19385,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,27,3.0,3,0,0,0,52
58700,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,30,3.0,8,0,0,0,51
19147,Sales & Marketing,region_6,Bachelor's,m,sourcing,1,30,3.0,7,0,0,0,45
51660,Sales & Marketing,region_25,Bachelor's,m,sourcing,1,28,1.0,2,0,0,0,46
24906,Sales & Marketing,region_31,Bachelor's,f,sourcing,1,28,2.0,1,0,0,0,52
45627,Sales & Marketing,region_19,Bachelor's,m,sourcing,1,28,3.0,3,1,0,1,55
32397,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,28,2.0,2,0,0,0,52
44388,Sales & Marketing,region_30,Bachelor's,f,sourcing,1,30,1.0,6,0,0,0,53
41846,Sales & Marketing,region_2,Bachelor's,m,referred,1,32,3.0,8,0,0,0,55
46638,Sales & Marketing,region_33,Bachelor's,m,sourcing,1,32,4.0,7,0,0,0,52
23062,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,30,,1,0,0,1,52
51661,Sales & Marketing,region_27,Bachelor's,f,sourcing,1,27,,1,0,0,0,46
22282,Sales & Marketing,region_9,Bachelor's,m,sourcing,1,30,1.0,3,0,0,0,46
66380,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,28,5.0,2,0,0,0,54
41346,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,30,5.0,3,0,0,1,48
25873,Sales & Marketing,region_12,Bachelor's,m,sourcing,1,32,1.0,4,0,0,0,48
21680,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,30,3.0,5,1,1,0,67
9018,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,32,3.0,5,0,0,0,52
26790,Sales & Marketing,region_6,Bachelor's,m,sourcing,1,32,2.0,9,0,0,0,50
77056,Sales & Marketing,region_31,Bachelor's,f,sourcing,1,27,4.0,2,0,1,1,49
74727,Sales & Marketing,region_6,Bachelor's,m,sourcing,1,30,4.0,4,0,1,1,48
26958,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,30,3.0,3,0,1,1,48
19282,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,28,1.0,2,0,0,0,47
17638,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,32,5.0,7,0,0,1,47
14483,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,32,2.0,3,0,0,0,51
74529,Sales & Marketing,region_7,Bachelor's,m,referred,1,28,3.0,5,0,1,1,91
1427,Sales & Marketing,region_25,Bachelor's,m,sourcing,1,28,5.0,5,0,0,0,49
24156,Sales & Marketing,region_17,Bachelor's,m,sourcing,1,32,2.0,4,0,0,0,50
65117,Sales & Marketing,region_28,Bachelor's,m,referred,1,27,4.0,4,0,0,1,49
22470,Sales & Marketing,region_12,Bachelor's,m,sourcing,1,27,4.0,2,0,0,1,49
9676,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,30,,1,0,0,1,52
23533,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,28,,1,0,0,1,48
75003,Sales & Marketing,region_24,Bachelor's,m,sourcing,1,27,3.0,4,0,0,0,51
27471,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,30,1.0,6,0,0,0,48
47012,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,28,,1,0,0,1,53
77450,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,30,3.0,3,0,0,0,50
3621,Sales & Marketing,region_29,Bachelor's,m,sourcing,1,32,4.0,4,0,0,0,47
42030,Sales & Marketing,region_22,Bachelor's,m,referred,1,27,3.0,5,0,0,0,51
2375,Sales & Marketing,region_2,Bachelor's,m,referred,1,28,3.0,3,0,0,0,56
50381,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,27,1.0,4,0,0,0,51
30309,Sales & Marketing,region_27,Bachelor's,f,sourcing,1,28,5.0,4,0,0,1,52
1692,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,27,,1,0,1,1,53
8777,Sales & Marketing,region_8,Bachelor's,m,sourcing,1,28,5.0,2,0,0,0,47
59002,Sales & Marketing,region_25,Bachelor's,m,sourcing,1,27,,1,0,0,0,51
18289,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,30,3.0,5,0,0,1,47
4845,Sales & Marketing,region_22,Bachelor's,m,referred,1,30,3.0,2,0,0,0,50
26241,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,30,5.0,5,0,0,1,51
51649,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,32,5.0,3,0,0,1,53
23278,Sales & Marketing,region_17,Bachelor's,m,sourcing,1,32,1.0,6,0,0,1,51
64876,Sales & Marketing,region_32,Bachelor's,m,sourcing,1,32,5.0,6,0,0,1,50
42923,Sales & Marketing,region_11,Bachelor's,f,sourcing,1,27,1.0,3,0,0,0,48
2093,Sales & Marketing,region_30,Bachelor's,m,sourcing,1,28,1.0,4,0,0,0,48
50685,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,28,3.0,3,0,0,0,52
55774,Sales & Marketing,region_12,Bachelor's,m,sourcing,1,30,3.0,3,0,0,0,54
58081,Sales & Marketing,region_2,Bachelor's,m,referred,1,27,,1,1,0,1,48
69053,Sales & Marketing,region_14,Bachelor's,m,sourcing,1,32,5.0,5,0,0,1,51
50361,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,28,3.0,6,0,0,0,45
39682,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,30,5.0,4,0,0,0,51
26485,Sales & Marketing,region_6,Bachelor's,m,sourcing,1,32,3.0,6,0,0,0,50
46604,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,30,4.0,4,1,1,0,93
23020,Sales & Marketing,region_14,Bachelor's,m,sourcing,1,30,4.0,7,0,0,0,52
12438,Sales & Marketing,region_25,Bachelor's,m,sourcing,1,27,2.0,4,0,0,0,49
74807,Sales & Marketing,region_27,Bachelor's,f,sourcing,1,30,4.0,2,0,1,1,63
37891,Sales & Marketing,region_1,Bachelor's,m,sourcing,1,32,3.0,3,0,0,0,50
51693,Sales & Marketing,region_20,Bachelor's,m,sourcing,1,27,3.0,1,0,0,0,51
37036,Sales & Marketing,region_7,Bachelor's,f,sourcing,1,32,5.0,6,0,0,1,52
54072,Sales & Marketing,region_24,Bachelor's,f,sourcing,1,30,1.0,6,1,0,0,46
9808,Sales & Marketing,region_19,Bachelor's,m,sourcing,1,30,4.0,5,0,0,0,53
8431,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,28,3.0,4,0,0,1,53
68666,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,30,,1,0,0,0,51
17453,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,28,1.0,5,0,1,0,62
66881,Sales & Marketing,region_3,Bachelor's,m,sourcing,1,28,3.0,2,0,0,1,51
56317,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,30,,1,0,0,0,49
61738,Sales & Marketing,region_10,Bachelor's,m,sourcing,1,27,,1,0,1,0,66
29573,Sales & Marketing,region_32,Bachelor's,m,sourcing,1,27,2.0,2,0,0,0,49
1201,Sales & Marketing,region_12,Bachelor's,f,sourcing,1,27,,1,0,0,0,48
74705,Sales & Marketing,region_13,Bachelor's,f,sourcing,1,27,1.0,4,0,0,0,48
11584,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,28,5.0,4,0,0,0,51
71497,Sales & Marketing,region_9,Bachelor's,m,sourcing,1,27,,1,0,0,1,47
68746,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,32,4.0,6,0,0,0,52
25211,Sales & Marketing,region_22,Bachelor's,f,sourcing,1,28,1.0,2,0,0,1,50
67351,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,30,2.0,8,0,0,0,48
61213,Sales & Marketing,region_30,Bachelor's,m,sourcing,1,30,1.0,6,0,0,0,54
13222,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,27,,1,0,0,0,51
43220,Sales & Marketing,region_25,Bachelor's,m,sourcing,1,30,,1,0,0,0,46
62042,Sales & Marketing,region_17,Bachelor's,m,sourcing,1,32,5.0,7,0,0,1,52
16132,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,28,3.0,3,0,0,1,50
75016,Sales & Marketing,region_6,Bachelor's,m,sourcing,1,32,5.0,9,0,0,0,48
40102,Sales & Marketing,region_19,Bachelor's,m,sourcing,1,32,1.0,8,0,0,0,51
9558,Sales & Marketing,region_5,Bachelor's,m,sourcing,1,30,3.0,2,0,0,0,50
29607,Sales & Marketing,region_9,Bachelor's,m,sourcing,1,27,1.0,3,0,0,0,46
60313,Sales & Marketing,region_22,Bachelor's,f,referred,1,28,,1,0,0,1,49
67185,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,27,2.0,4,0,0,1,53
50229,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,27,3.0,3,0,0,1,49
50730,Sales & Marketing,region_6,Bachelor's,m,sourcing,1,32,1.0,4,0,0,0,48
39576,Sales & Marketing,region_15,Bachelor's,m,referred,1,32,5.0,7,0,0,0,50
4613,Sales & Marketing,region_12,Bachelor's,m,sourcing,1,28,4.0,4,0,0,0,53
6776,Sales & Marketing,region_22,Bachelor's,f,sourcing,1,27,3.0,3,0,0,1,51
25408,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,32,5.0,3,0,0,1,49
30341,Sales & Marketing,region_21,Bachelor's,f,sourcing,1,32,3.0,2,0,0,1,41
77782,Sales & Marketing,region_12,Bachelor's,m,sourcing,1,27,4.0,3,0,0,0,51
28938,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,28,4.0,2,0,0,0,45
18396,Sales & Marketing,region_31,Bachelor's,f,sourcing,1,27,3.0,3,0,0,1,53
21228,Sales & Marketing,region_15,Bachelor's,m,referred,1,30,5.0,5,0,0,1,46
3553,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,30,4.0,5,0,0,0,48
53902,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,32,3.0,5,0,0,1,51
63560,Sales & Marketing,region_29,Bachelor's,m,sourcing,1,30,3.0,6,0,0,0,49
40905,Sales & Marketing,region_5,Bachelor's,f,sourcing,1,27,4.0,4,0,0,0,47
75450,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,28,3.0,3,0,1,1,50
37212,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,32,5.0,5,0,0,0,50
70325,Sales & Marketing,region_23,Bachelor's,m,sourcing,1,28,1.0,5,0,0,0,49
73341,Sales & Marketing,region_13,Bachelor's,m,referred,1,30,5.0,5,0,0,0,50
75685,Sales & Marketing,region_20,Bachelor's,m,sourcing,1,27,3.0,2,0,0,1,51
24556,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,28,4.0,5,0,0,0,53
54830,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,28,3.0,6,1,0,1,46
47465,Sales & Marketing,region_26,Bachelor's,f,sourcing,1,28,3.0,2,0,0,1,52
65246,Technology,region_16,Bachelor's,f,other,1,29,4.0,1,0,1,1,78
43355,Operations,region_22,Bachelor's,f,sourcing,1,29,5.0,3,0,1,1,59
44791,HR,region_20,Bachelor's,f,sourcing,1,29,3.0,3,0,0,0,49
76424,Procurement,region_7,Bachelor's,f,other,1,29,3.0,3,0,0,0,74
31945,Operations,region_32,Bachelor's,f,sourcing,1,29,1.0,2,0,0,0,57
16316,Technology,region_15,Bachelor's,f,sourcing,1,29,2.0,2,0,0,0,78
21251,Analytics,region_11,Bachelor's,f,other,1,29,,1,0,0,1,82
996,Procurement,region_22,Bachelor's,f,other,1,29,,1,0,0,0,71
13526,Finance,region_30,Bachelor's,f,other,1,29,3.0,6,0,0,1,62
23612,Technology,region_24,Bachelor's,f,other,1,29,3.0,1,0,0,0,83
55683,Operations,region_8,Bachelor's,f,sourcing,1,29,2.0,5,0,1,1,56
39599,Legal,region_2,Bachelor's,f,sourcing,1,29,4.0,3,0,0,0,61
2752,Technology,region_16,Bachelor's,f,sourcing,1,29,4.0,8,0,0,0,77
48871,Technology,region_16,Bachelor's,f,other,1,29,,1,0,0,0,77
33458,Operations,region_14,Bachelor's,f,other,1,29,4.0,3,0,0,1,65
40808,Analytics,region_22,Bachelor's,f,sourcing,1,29,,1,0,0,0,89
21008,Finance,region_26,Bachelor's,f,sourcing,1,29,3.0,2,0,0,1,58
50336,Procurement,region_7,Bachelor's,f,sourcing,1,29,4.0,4,0,0,1,72
56789,Procurement,region_22,Bachelor's,f,other,1,29,,1,0,1,1,66
5521,Procurement,region_5,Bachelor's,f,sourcing,1,29,3.0,2,0,0,0,71
68258,Technology,region_4,Bachelor's,f,other,1,29,3.0,3,0,0,0,80
72457,Technology,region_16,Bachelor's,f,sourcing,1,29,2.0,2,0,0,1,78
64047,Procurement,region_2,Bachelor's,f,other,1,29,5.0,4,0,0,1,69
46759,Procurement,region_4,Bachelor's,f,other,1,29,5.0,2,0,1,1,73
